dd,mm,zz,pp,departamento,municipio,punto de votacion,mujeres,hombres,total,mesas,comuna,dirección
15,247,02,10,CUNDINAMARCA,SOACHA,I.E. VIDA NUEVA,4011,3028,7039,22,02COMUNA 2,CRA 19 A No 4 - 90 SUR
15,247,02,11,CUNDINAMARCA,SOACHA,CDI JARDIN SOCIAL SOL Y LUNA,1598,1207,2805,9,02COMUNA 2,CLL 1 No 4G-78
15,247,02,13,CUNDINAMARCA,SOACHA,IE LUIS HENRIQUEZ,1011,770,1781,6,02COMUNA 2,CRA 19A No 5 51 SUR
15,247,02,14,CUNDINAMARCA,SOACHA,COLEGIO COOPERATIVO EUGENIO DIAZ CASTRO,976,866,1842,6,02COMUNA 2,Cl. 17A  10 30 CENTRO
15,247,02,15,CUNDINAMARCA,SOACHA,CENTRO DEPORTIVO PARQUE DE LOS LOCOS,4287,3832,8119,25,02COMUNA 2,CRA 9 CLL 15
15,247,03,01,CUNDINAMARCA,SOACHA,I.E. LA DESPENSA,1433,1690,3123,10,03COMUNA 3,CR. 7 No. 58 - 22 LA DESPENSA
15,247,03,02,CUNDINAMARCA,SOACHA,I.E. MANUELA BELTRAN,1470,1149,2619,8,03COMUNA 3,CLL. 56 NO. 10 - 07 LA DESPENSA
15,247,03,03,CUNDINAMARCA,SOACHA,I.E. LEON XIII,4939,3986,8925,27,03COMUNA 3,CR. 8 NO. 5 - 83 LEON XIII
15,247,03,04,CUNDINAMARCA,SOACHA,CENTRO COMERCIAL GRAN PLAZA,5731,4588,10319,31,03COMUNA 3,CRA 7 No 30B - 139
15,247,03,05,CUNDINAMARCA,SOACHA,COLISEO LEON XIII,4639,3705,8344,25,03COMUNA 3,CLL 48 No 9-05 LEON XIII
15,247,03,06,CUNDINAMARCA,SOACHA,I.E. LA DESPENSA - CIUDAD VERDE,3300,2260,5560,17,08CORREGIMIENTO 2,TR. 37 No. 18-85 CIUDAD VERDE
15,247,03,07,CUNDINAMARCA,SOACHA,I.E. LEON XIII - CHILOE,6443,4490,10933,33,08CORREGIMIENTO 2,DIAG. 28 No. 28 - 99 CIUDAD VERDE
15,247,03,08,CUNDINAMARCA,SOACHA,I.E. LA DESPENSA - MARCO FIDEL SUAREZ,484,399,883,3,03COMUNA 3,CR. 20 No. 45 A - 36
15,247,03,09,CUNDINAMARCA,SOACHA,I.E. SOACHA AVANZA LA UNIDAD,5249,3973,9222,28,08CORREGIMIENTO 2,CRA 38 No 14 - 72
15,247,03,10,CUNDINAMARCA,SOACHA,COLEGIO MINUTO DE DIOS CIUDAD VERDE,4743,3934,8677,26,08CORREGIMIENTO 2,CALLE 38 No 31 141 CIUDAD VERDE
15,247,03,11,CUNDINAMARCA,SOACHA,IE BENEDICTO XVI,281,217,498,2,03COMUNA 3,CRA 8 No 5 17 LEON XIII
15,247,03,12,CUNDINAMARCA,SOACHA,CENTRO COMERCIAL MERCURIO,4035,3508,7543,23,03COMUNA 3,CRA 7 NRO 32 35
15,247,04,01,CUNDINAMARCA,SOACHA,I.E. LUIS CARLOS GALAN,1768,1222,2990,9,04COMUNA 4,CLL. 44 No. 27 B - 20 ESTE
15,247,04,02,CUNDINAMARCA,SOACHA,I.E. CIUDADELA SUCRE,4476,3474,7950,24,04COMUNA 4,CRA 33 B ESTE CON CLL. 38
15,247,04,03,CUNDINAMARCA,SOACHA,I.E. LA ISLA,1881,1409,3290,10,04COMUNA 4,CR. 33 C ESTE No. 40 - 195
15,247,04,04,CUNDINAMARCA,SOACHA,I E JULIO CESAR TURBAY AYALA,3841,2834,6675,20,04COMUNA 4,TV 9 ESTE No 45A- 80
15,247,04,05,CUNDINAMARCA,SOACHA,I. E. GABRIEL GARCIA MARQUEZ,717,551,1268,4,04COMUNA 4,TRANSVERSAL 6 A ESTE No 11 B - 107
15,247,04,06,CUNDINAMARCA,SOACHA,IE LUIS C. GALAN-SD VILLAS DE CASALOMA,471,373,844,3,04COMUNA 4,CLL 59 B No 15 - 60 E
15,247,04,07,CUNDINAMARCA,SOACHA,BIBLIOTECA MUNICIPAL LA ISLA,576,459,1035,4,04COMUNA 4,CALLE 40 C No 33 C  21 E
15,247,04,08,CUNDINAMARCA,SOACHA,IE BUENOS AIRES SEDE A,681,645,1326,4,04COMUNA 4,CRA 50 ESTE NRO 51 57
15,247,04,09,CUNDINAMARCA,SOACHA,LICEO NUEVA VIDA,50,42,92,1,04COMUNA 4,CRA 33 A ESTE No 44-28
15,247,04,10,CUNDINAMARCA,SOACHA,CTRO REG. DE ATENCION A VICTIMAS CRAV,172,155,327,1,05COMUNA 5,CLL 38 # 19-20
15,247,05,01,CUNDINAMARCA,SOACHA,CENTRO COMERCIAL VENTURA TERREROS,5110,4370,9480,29,05COMUNA 5,CRA 1 NRO 38  89 SOACHA
15,247,05,02,CUNDINAMARCA,SOACHA,I.E. EL BOSQUE,5312,3936,9248,28,05COMUNA 5,CLL. 32 CON CR 19 ESTE
15,247,05,03,CUNDINAMARCA,SOACHA,I.E. SAN MATEO SEDE A,5515,4297,9812,30,05COMUNA 5,CR. 5 B ESTE No. 26  - 04
15,247,05,04,CUNDINAMARCA,SOACHA,I.E. SAN MATEO SEDE B,3825,3114,6939,21,05COMUNA 5,CR. 5 B ESTE No. 26  - 04
15,247,05,05,CUNDINAMARCA,SOACHA,I.E. LICEO MAYOR DE SOACHA,4664,3632,8296,25,05COMUNA 5,CLL. 38 No. 6 A - 55 ESTE
15,247,05,06,CUNDINAMARCA,SOACHA,CTRO DE ATENCION A PERSONAS CON DISCAP.,30,25,55,1,05COMUNA 5,CLL 29 No 6G 47 ESTE
15,247,05,07,CUNDINAMARCA,SOACHA,CENTRO COMERCIAL UNISUR,1294,1307,2601,8,05COMUNA 5,CRA 4 # 28-10
15,247,06,01,CUNDINAMARCA,SOACHA,I.E. LAS VILLAS- SEDE BARON DEL SOL,5188,3873,9061,28,06COMUNA 6,CLL 13 No 1-03 SAN HUMBERTO
15,247,06,02,CUNDINAMARCA,SOACHA,I.E. LAS VILLAS - SEDE LIBERTADORES,1595,309,1904,6,06COMUNA 6,CR. 8 ESTE No. 15 - 06
15,247,06,03,CUNDINAMARCA,SOACHA,I.E. SOL NACIENTE,4360,3362,7722,24,06COMUNA 6,CLL 15 A No. 1B - 12
15,247,06,04,CUNDINAMARCA,SOACHA,I.E. SAN MATEO - MARISCAL SUCRE,2604,2026,4630,14,06COMUNA 6,CLL. 26 C No. 2 - 06 MARISCAL SUCRE
15,247,06,05,CUNDINAMARCA,SOACHA,I E EDUARDO SANTOS SEDE PANAMERICANA,2871,2353,5224,16,06COMUNA 6,CLL. 6 No. 2 C - 55 EL ALTICO
15,247,06,06,CUNDINAMARCA,SOACHA,I.E. SOACHA PARA VIVIR MEJOR,736,650,1386,5,06COMUNA 6,CLL. 7 D No. 2 A - 05
15,247,06,07,CUNDINAMARCA,SOACHA,SALON COMUNAL ALTOS DE LA FLORIDA,496,437,933,3,06COMUNA 6,CLL 5 No 6A-03 BARRIO SAN MARTIN
15,247,06,08,CUNDINAMARCA,SOACHA,LICEO CRISTIANO VIDA NUEVA,868,695,1563,5,06COMUNA 6,CRA 3 No  19 A 47 BARRIO EL SOL
15,247,06,09,CUNDINAMARCA,SOACHA,IE EDUARDO SANTOS,761,760,1521,5,06COMUNA 6,CALLE 10A No 2A 41 BARRIO SAN BERNARDINO
15,247,06,10,CUNDINAMARCA,SOACHA,IE RICAURTE SEDE PORVENIR,140,104,244,1,06COMUNA 6,CLL 24 D # 0-15 ESTE
15,247,06,11,CUNDINAMARCA,SOACHA,IE RICAURTE SEDE ESPAÑA,1064,2221,3285,10,06COMUNA 6,CLL 18 CRA 3 ESTE
15,247,90,01,CUNDINAMARCA,SOACHA,COLEGIO BOLIVAR PRIMARIA,3778,4213,7991,11,,CR. 6 NO. 12 - 49 CENTRO
15,247,99,02,CUNDINAMARCA,SOACHA,I. E. EUGENIO DIAZ CASTRO SEDE CHACUA,212,200,412,2,07CORREGIMIENTO 1,CRA 1 ESTE No 2-37 VEREDA CHACUA
15,247,99,03,CUNDINAMARCA,SOACHA,I. E. EUGENIO DIAZ CASTRO SAN JORGE,388,387,775,3,07CORREGIMIENTO 1,VEREDA SAN JORGE
15,247,99,04,CUNDINAMARCA,SOACHA,SALON COMUNAL VEREDA FUSUNGA,145,118,263,1,07CORREGIMIENTO 1,VEREDA FUSUNGA
15,247,99,05,CUNDINAMARCA,SOACHA,I. E. EUGENIO DIAZ CASTRO SEDE PRIMARIA,565,537,1102,4,08CORREGIMIENTO 2,VEREDA EL CHARQUITO
15,247,99,06,CUNDINAMARCA,SOACHA,SALON COMUNAL SAN FRANCISCO,5,4,9,1,08CORREGIMIENTO 2,VEREDA SAN FRANCISCO - CONTIGUA A LA ESCUELA
15,250,00,01,CUNDINAMARCA,SOPO,COLISEO MUNICIPAL,4770,2992,7762,24,,CLL 4 No 2-16
15,250,00,02,CUNDINAMARCA,SOPO,C ACONDICIONAMIENTO Y PRE FISICA CAPF II,3597,5009,8606,26,,TRASVERSAL 6 No 1-29
15,250,00,03,CUNDINAMARCA,SOPO,ESCENARIO COMUN. INTEGRAL EL CHUSCAL,874,920,1794,6,,CLL 7 SUR N 2 A 31
15,250,00,04,CUNDINAMARCA,SOPO,COLEGIO COOPERATIVO SOPO,261,241,502,2,,CLL 2 No 2-73
15,250,99,25,CUNDINAMARCA,SOPO,BRICEÑO,960,878,1838,6,,CL7 No 5 - 11 I.E.DPTAL.RAFAEL POMBO
15,250,99,26,CUNDINAMARCA,SOPO,LA VIOLETA,141,127,268,1,,VEREDA LA VIOLETA SALON COMUNAL
15,256,00,01,CUNDINAMARCA,SUBACHOQUE,IED RICARDO GONZALEZ SEDE A,4054,4025,8079,25,,CLL 1  No 5 - 197
15,256,00,02,CUNDINAMARCA,SUBACHOQUE,COLISEO MUNICIPAL SUBACHOQUE,1853,1931,3784,12,,VIA SUBACHOQUE TABIO BARRIO LA ERMITA
15,256,99,05,CUNDINAMARCA,SUBACHOQUE,LA PRADERA,528,548,1076,3,,COL DEPARTAMENTAL LA PRADERA SD B
15,256,99,15,CUNDINAMARCA,SUBACHOQUE,EL GUAMAL,143,149,292,1,,SALON COMUNAL
15,259,00,00,CUNDINAMARCA,SUESCA,PUESTO CABECERA MUNICIPAL,5448,5270,10718,33,,ESC. URBANA GENERAL SANTANDER
15,259,99,01,CUNDINAMARCA,SUESCA,HATO GRANDE,299,297,596,2,,ESC. RURAL HATO GRANDE
15,259,99,02,CUNDINAMARCA,SUESCA,SANTA ROSITA,194,193,387,2,,SALON COMUNAL
15,259,99,03,CUNDINAMARCA,SUESCA,IE DPTAL CACICAZGO,111,75,186,1,,VEREDA CACICAZGO
15,262,00,00,CUNDINAMARCA,SUPATA,PUESTO CABECERA MUNICIPAL,2281,2472,4753,15,,ESC PRIM PABLO VI CLL 2 NO 3-33
15,265,00,00,CUNDINAMARCA,SUSA,PUESTO CABECERA MUNICIPAL,2761,2916,5677,17,,CRA 5 No 10A-30 IED TISQUESUSA
15,268,00,00,CUNDINAMARCA,SUTATAUSA,PUESTO CABECERA MUNICIPAL,1879,1916,3795,12,,I.E. DEPATAL. INTEGRADO
15,268,99,01,CUNDINAMARCA,SUTATAUSA,LAS PEÑAS,269,272,541,2,,SALON COMUNAL LAS PEÑAS DE BOQUERON
15,271,00,01,CUNDINAMARCA,TABIO,POLIDEPORTIVO MUNICIPAL - TABIO,4546,3537,8083,25,,CARRERA 5A No. 4-26
15,271,00,02,CUNDINAMARCA,TABIO,CASA DE LA CULTURA,2603,2702,5305,16,,CARRERA 4 No. 3 - 89
15,271,00,03,CUNDINAMARCA,TABIO,COLEGIO GIMNASIO MODERNO SANTA BARBARA,1835,2666,4501,14,,CARRERA 3 N 3 61
15,271,00,04,CUNDINAMARCA,TABIO,IED JOSE DE SAN MARTIN,268,238,506,2,,AV TERMALES No 6-18
15,271,99,01,CUNDINAMARCA,TABIO,IEDR DIEGO GOMEZ DE MENA,183,137,320,1,,VDA RIOFRIO OCCIDENTAL SECTOR EL BOTE
15,274,00,01,CUNDINAMARCA,TAUSA,POLIDEPORTIVO MUNICIPAL,2191,2503,4694,15,,CALLE 4 CON CARRERA 4
15,274,00,02,CUNDINAMARCA,TAUSA,IEDIT-IE DPTAL INTEGRADA DE TAUSA,629,678,1307,4,,CRA 4 No 4 - 31
15,274,99,01,CUNDINAMARCA,TAUSA,EL SALITRE,113,150,263,1,,INSP DE POLICIA EL SALITRE
15,274,99,02,CUNDINAMARCA,TAUSA,PARAMO ALTO,53,68,121,1,,INSP DE POLICIA DE PARAMO ALTO
15,277,00,00,CUNDINAMARCA,TENA,PUESTO CABECERA MUNICIPAL,2265,2378,4643,14,,CRA 1 No 3 - 36
15,277,99,50,CUNDINAMARCA,TENA,PUESTO INSPECCION LA GRAN VIA,1663,1651,3314,10,,CLL 2 No 1-15
15,280,00,01,CUNDINAMARCA,TENJO,POLIDEPORTIVO MUNICIPAL,4780,4236,9016,27,,CL 3 No 6-71
15,280,00,02,CUNDINAMARCA,TENJO,IED GENERAL SANTANDER,3243,3382,6625,20,,CRA 5  No 4- 01
15,280,00,03,CUNDINAMARCA,TENJO,SALON MULTIFUNCIONAL CASA DE LA MUJER,1108,1095,2203,7,,CRA 9 No 3
15,280,99,10,CUNDINAMARCA,TENJO,LA PUNTA,644,666,1310,4,,VEREDA LA PUNTA
15,283,00,00,CUNDINAMARCA,TIBACUY,PUESTO CABECERA MUNICIPAL,994,1084,2078,7,,CRA 4 N 4 27
15,283,99,01,CUNDINAMARCA,TIBACUY,CUMACA,840,877,1717,5,,ESCUELA MARCO FIDEL SUAREZ
15,283,99,50,CUNDINAMARCA,TIBACUY,SALON COMUNAL BATEAS,352,411,763,3,,BATEAS
15,286,00,00,CUNDINAMARCA,TIBIRITA,PUESTO CABECERA MUNICIPAL,1462,1607,3069,10,,CRA 2 CON CLL 4
15,289,00,01,CUNDINAMARCA,TOCAIMA,POLIDEPORTIVO PEPE ZABALA,3886,2989,6875,21,,CLL 5 CRA 9 POLIDEPORTIVO PEPE ZABALA
15,289,00,02,CUNDINAMARCA,TOCAIMA,CENTRO DE INTEGRACION CIUDADANA,2501,3605,6106,19,,CLL 1 # 8 81 P.DEPORTIVO CENTRO INTREGACION CIUD
15,289,99,01,CUNDINAMARCA,TOCAIMA,PUBENZA,166,160,326,1,,COLEGIO RURAL PUBENZA
15,292,01,01,CUNDINAMARCA,TOCANCIPA,COLEGIO SAN LUIS GONZAGA,2957,4980,7937,24,,KR 6 # 11-38
15,292,01,02,CUNDINAMARCA,TOCANCIPA,INS. EDUCATIVA LA FUENTE,2846,1473,4319,13,,KM 6 VIA ZIPAQUIRA VDA. LA FUENTE
15,292,01,03,CUNDINAMARCA,TOCANCIPA,INST EDU DEPARTAMENTAL TECNICO COMERCIAL,2755,2502,5257,16,,Calle 13 No 10 20 finca taboima
15,292,01,04,CUNDINAMARCA,TOCANCIPA,COLISEO MUNICIPAL DE TOCANCIPA,1244,1083,2327,7,,TV 7 No 13 - 99
15,292,02,01,CUNDINAMARCA,TOCANCIPA,I. E. DPTAL TECNICO INDUSTRIAL,3652,2592,6244,19,,KM 2 VIA SECTOR JUANCHOPOLA VERGANZO
15,292,02,02,CUNDINAMARCA,TOCANCIPA,INSTITUCION EDUCATIVA CANAVITA,1809,1909,3718,12,,"KM 1,5 VIA CANAVITA - SOPO"
15,292,02,03,CUNDINAMARCA,TOCANCIPA,CENTRO DE INTEGRACION CIUDADANA CIC,3699,3355,7054,22,,ANILLO VIAL VERGANZO
15,292,02,04,CUNDINAMARCA,TOCANCIPA,SALON COMUNAL DE CANAVITA,750,638,1388,5,,VIA TOCANCIPA SOPO VEREDA CANAVITA
15,292,02,05,CUNDINAMARCA,TOCANCIPA,SALON COMUNAL TORRES DE SAN JUAN,628,440,1068,4,,VDA VERGANZO TORRES DE SAN JUAN
15,292,99,01,CUNDINAMARCA,TOCANCIPA,ESCUELA RURAL LA ESMERALDA,488,396,884,3,,VEREDA LA ESMERALDA SECTOR LA ESCUELA
15,292,99,02,CUNDINAMARCA,TOCANCIPA,SALON COMUNAL LA ESMERALDA,18,33,51,1,,VDA LA ESMERALDA SALON COMUNAL
15,295,00,00,CUNDINAMARCA,TOPAIPI,PUESTO CABECERA MUNICIPAL,1353,1602,2955,9,,POLIDEPORTIVO MUNICIPAL
15,295,99,01,CUNDINAMARCA,TOPAIPI,SAN ANTONIO DE AGUILERA,391,497,888,3,,PLAZA DE MERCADO
15,295,99,02,CUNDINAMARCA,TOPAIPI,EL NARANJAL,300,366,666,2,,ESC. RURAL NARANJAL
15,298,00,00,CUNDINAMARCA,UBALA,PUESTO CABECERA MUNICIPAL,2323,3022,5345,17,,POLIDEPORTIVO MUNICIPAL
15,298,99,01,CUNDINAMARCA,UBALA,VEREDA SANTA BARBARA,78,69,147,1,,VEREDA SANTA BARBARA
15,298,99,02,CUNDINAMARCA,UBALA,LA PLAYA,71,99,170,1,,SALON DE LA INSPECCION DE POLICIA
15,298,99,03,CUNDINAMARCA,UBALA,LAGUNA AZUL,203,245,448,2,,SALON DE LA INSPECCION DE POLICIA
15,298,99,04,CUNDINAMARCA,UBALA,VEREDA SAN PEDRO,51,56,107,1,,VEREDA SAN PEDRO
15,298,99,05,CUNDINAMARCA,UBALA,MAMBITA,498,544,1042,3,,SALON COMUNAL POMONA
15,298,99,06,CUNDINAMARCA,UBALA,VEREDA SAN JUAN,74,79,153,1,,VEREDA SAN JUAN
15,298,99,07,CUNDINAMARCA,UBALA,PEÑAS BLANCAS,35,56,91,1,,SALON DE LA INSPECCION DE POLICIA
15,298,99,08,CUNDINAMARCA,UBALA,VEREDA RIO NEGRO,25,32,57,1,,VEREDA RIO NEGRO
15,298,99,09,CUNDINAMARCA,UBALA,SAN PEDRO DE JAGUA,301,326,627,2,,I.E.DEPTAL. KENNEDY
15,298,99,10,CUNDINAMARCA,UBALA,LA MESA,35,52,87,1,,VIA TERCIARIA DEL MUNICIPIO INSP. SANTA ROSA
15,298,99,11,CUNDINAMARCA,UBALA,SANTA ROSA,162,207,369,2,,KIOSKO MUNICIPAL PARQUE PRINCIPAL
15,298,99,12,CUNDINAMARCA,UBALA,INSTITUCION EDUCATIVA SOYA,96,86,182,1,,INSPECCION SOYA
15,298,99,13,CUNDINAMARCA,UBALA,INSTITUCION EDUCATIVA LAS MARGARITAS,33,53,86,1,,VEREDA LAS MARGARITAS
15,301,00,00,CUNDINAMARCA,UBAQUE,PUESTO CABECERA MUNICIPAL,2847,3254,6101,19,,CALLE 3 # 4-60 CENTRO
15,301,99,01,CUNDINAMARCA,UBAQUE,PUESTO VEREDA SABANILLA,141,122,263,1,,"SALON COMUNAL VDA SABANILLA, IDE VDA SABANILLA"
15,304,01,01,CUNDINAMARCA,UBATE,UNIVERSIDAD CUNDINAMARCA,4148,3318,7466,23,,CL 6 N 9 - 80
15,304,01,02,CUNDINAMARCA,UBATE,CENTRO COMERCIAL LA SEGUNDA,1747,2551,4298,13,,Calle 4 carrera 2
15,304,01,03,CUNDINAMARCA,UBATE,MEGA COLEGIO BARRIO SAN JOSE,1145,1321,2466,8,,CALLE 1 E No. 11 83
15,304,01,04,CUNDINAMARCA,UBATE,UNIDAD BASICA,2287,2257,4544,14,,CALLE 6 CON CARRERA 11
15,304,01,05,CUNDINAMARCA,UBATE,ESCUELA NORMAL SUPERIOR,231,190,421,2,,CRA 6 No 9 - 06
15,304,02,01,CUNDINAMARCA,UBATE,INSTITUTO BOLIVAR,4235,2690,6925,21,,CARRERA 11 No. 12 -168
15,304,02,02,CUNDINAMARCA,UBATE,COLISEO MUNICIPAL,4131,4847,8978,27,,CRA 4 CON CL 14
15,304,02,03,CUNDINAMARCA,UBATE,COLEGIO SANTA MARIA,195,158,353,2,,CRA  11 No 11-113
15,304,98,01,CUNDINAMARCA,UBATE,CARCEL,5,71,76,1,,CRA 7 N 6-41 1ER PISO
15,304,99,01,CUNDINAMARCA,UBATE,VIENTO LIBRE,312,245,557,2,,Salón comunal Viento Libre
15,304,99,02,CUNDINAMARCA,UBATE,BRUSELAS,85,76,161,1,,SALON COMUNAL BRUSELAS
15,304,99,03,CUNDINAMARCA,UBATE,VOLCAN DOS,101,67,168,1,,SALON COMUNAL VOLCAN DOS
15,304,99,04,CUNDINAMARCA,UBATE,ESCUELA RURAL TAUSAVITA,14,14,28,1,,VEREDA TAUSAVITA SECTOR LA ESCUELA
15,304,99,28,CUNDINAMARCA,UBATE,GUATANCUY,351,386,737,3,,INSPECCION DE GUATANCUY
15,307,00,01,CUNDINAMARCA,UNE,COLISEO POLIDEPORTIVO GUSTAVO MOYA ANGEL,3183,3524,6707,21,,COLISEO POLIDEPORTIVO GUSTAVO MOYA ANGEL
15,307,00,02,CUNDINAMARCA,UNE,ESCUELA PEDRO ELISEO CRUZ,71,62,133,1,,CRA 2 No 3-42
15,307,99,01,CUNDINAMARCA,UNE,INSPECCION DE POLICIA EL RAMAL,30,47,77,1,,INSPECCION DE POLICIA EL RAMAL
15,316,00,00,CUNDINAMARCA,UTICA,PUESTO CABECERA MUNICIPAL,2378,2717,5095,16,,POLIDEPORTIVO MUNICIPAL
15,318,00,00,CUNDINAMARCA,VENECIA,COLISEO DE DEPORTES,1591,1798,3389,11,,CLL 4 # 1-36
15,318,99,04,CUNDINAMARCA,VENECIA,ESCUELA SAN ANTONIO,61,82,143,1,,Vereda San Antonio
15,318,99,08,CUNDINAMARCA,VENECIA,APOSENTOS,127,151,278,1,,CASETA COMUNAL
15,318,99,09,CUNDINAMARCA,VENECIA,ESCUELA LAS BRISAS,29,37,66,1,,VEREDA PALMAR MEDIO A 30 KM DE LA CABECERA
15,319,00,00,CUNDINAMARCA,VERGARA,PUESTO CABECERA MUNICIPAL,2389,2712,5101,16,,PLAZA DE MERCADO
15,319,99,01,CUNDINAMARCA,VERGARA,CERINZA,150,210,360,1,,CONCENTRACION ESCOLAR CERINZA
15,319,99,02,CUNDINAMARCA,VERGARA,CORCEGA,77,99,176,1,,SALON COMUNAL
15,319,99,03,CUNDINAMARCA,VERGARA,CHONTEGRANDE,281,385,666,2,,IEDR LA ESPERANZA
15,319,99,04,CUNDINAMARCA,VERGARA,GUACAMAYAS,115,149,264,1,,CONCENTRACION ESCOLAR
15,319,99,05,CUNDINAMARCA,VERGARA,LLANO GRANDE,235,261,496,2,,SALON COMUNAL
15,319,99,06,CUNDINAMARCA,VERGARA,VILLA OLARTE (FLANDES),144,174,318,1,,PUESTO DE SALUD
15,322,00,00,CUNDINAMARCA,VIANI,PUESTO CABECERA MUNICIPAL,2082,2348,4430,14,,CLL 4 No 5-60 CENTRO
15,323,00,00,CUNDINAMARCA,VILLAGOMEZ,PUESTO CABECERA MUNICIPAL,968,1064,2032,7,,I.E.D MISAEL GOMEZ CALLE 6 No 3 -10
15,323,99,01,CUNDINAMARCA,VILLAGOMEZ,CERRO AZUL,90,108,198,1,,SALON COMUNAL CERRO AZUL
15,325,00,01,CUNDINAMARCA,VILLAPINZON,PLAZA DE MERCADO,5526,5680,11206,34,,PLAZA DE MERCADO CRA 7 No 2-26 B. 20 DE JULIO
15,325,00,02,CUNDINAMARCA,VILLAPINZON,COL. MPAL FRANCISCO DE VARGAS FIGUEROA,1602,1848,3450,11,,CLL 6 No 3 - 30
15,328,01,01,CUNDINAMARCA,VILLETA,ESCUELA LA VALENCIA,2840,3244,6084,19,,CLL 2 No. 7 - 54 BARRIO ALFONSO LOPEZ
15,328,01,02,CUNDINAMARCA,VILLETA,SENA,4591,1116,5707,18,,CLL 2 No 13 - 03  BARRIO SAN RAFAEL
15,328,02,01,CUNDINAMARCA,VILLETA,CONC. POLICARPA SALAVARRIETA,1513,4579,6092,19,,CALLE 7 No. 10-17 BARRIO MURILLO TORO
15,328,02,02,CUNDINAMARCA,VILLETA,ESCUELA CARLOS LLERAS,2199,2365,4564,14,,CARRERA 6 No. 7 - 47 BARRIO PEÑA NEGRA
15,328,02,03,CUNDINAMARCA,VILLETA,IED PROMOCION SOCIAL,654,585,1239,4,,DIAGONAL 8   No 3 - 38 BARRIO BUENOS AIRES
15,328,98,01,CUNDINAMARCA,VILLETA,CARCEL MUNICIPAL,0,31,31,1,,CRA 6 No  3-160 PALACIO MUNICIPAL
15,328,99,01,CUNDINAMARCA,VILLETA,IED COLEGIO CUNE,140,143,283,1,,IED RURAL CUNE VEREDA CUNE
15,328,99,20,CUNDINAMARCA,VILLETA,BAGAZAL,461,511,972,3,,COLEGIO DEPARTAMENTAL BAGAZAL
15,328,99,30,CUNDINAMARCA,VILLETA,CHAPAIMA,128,163,291,1,,ESC. RURAL EL HIGUERON
15,328,99,40,CUNDINAMARCA,VILLETA,ILO GRANDE,30,72,102,1,,ESC. RURAL ILO GRANDE
15,331,00,01,CUNDINAMARCA,VIOTA,CENTRO POLIDEPORTIVO MUNICIPAL,3216,2346,5562,17,,CL 16#10-52 CTRO POLIDEPOR MUN
15,331,00,02,CUNDINAMARCA,VIOTA,ESCUELA MARIA INMACULADA,1337,2460,3797,12,,CRA 10 20-58 BARRIO CENTRO
15,331,99,01,CUNDINAMARCA,VIOTA,SAN GABRIEL,589,716,1305,4,,POLIDEPORTIVO DE LA INSPECCION
15,331,99,02,CUNDINAMARCA,VIOTA,BRASIL,455,520,975,3,,I.E.DE PROMOCION SOCILA LIBERIA
15,331,99,03,CUNDINAMARCA,VIOTA,EL PIÑAL,181,222,403,2,,ESC. EL PIÑAL
15,331,99,04,CUNDINAMARCA,VIOTA,IED BAJO PALMAR,56,64,120,1,,VEREDA BAJO PALMAR
15,334,00,00,CUNDINAMARCA,YACOPI,PUESTO CABECERA MUNICIPAL,2712,3011,5723,18,,PLAZA DE MERCADO
15,334,99,01,CUNDINAMARCA,YACOPI,ALSACIA,184,254,438,2,,PLAZA DE MERCADO
15,334,99,02,CUNDINAMARCA,YACOPI,ALTO DE CAÑAS,91,155,246,1,,ESCUELA
15,334,99,03,CUNDINAMARCA,YACOPI,APOSENTOS,171,179,350,1,,ESCUELA
15,334,99,04,CUNDINAMARCA,YACOPI,EL CHAPON (LAS LOMAS),50,82,132,1,,INSPECCION
15,334,99,05,CUNDINAMARCA,YACOPI,GUADUALITO,242,316,558,2,,PLAZA DE MERCADO
15,334,99,06,CUNDINAMARCA,YACOPI,CABO VERDE,54,93,147,1,,INSPECCION
15,334,99,09,CUNDINAMARCA,YACOPI,ESCUELA GUAYABALES,172,234,406,2,,SALON DE ESCUELA GUAYABALES
15,334,99,13,CUNDINAMARCA,YACOPI,IBAMA,270,371,641,2,01CORREGIMIENTO IBAMA,PLAZA DE MERCADO
15,334,99,21,CUNDINAMARCA,YACOPI,LLANO MATEO,345,471,816,3,,PLAZA DE MERCADO
15,334,99,23,CUNDINAMARCA,YACOPI,PATEVACA,294,391,685,2,,PLAZA DE MERCADO
15,334,99,25,CUNDINAMARCA,YACOPI,PUEBLO NUEVO,65,128,193,1,,SALON COMUNAL
15,334,99,29,CUNDINAMARCA,YACOPI,TERAN,235,328,563,2,,PLAZA DE MERCADO
15,334,99,30,CUNDINAMARCA,YACOPI,VEREDA EL CASTILLO,122,153,275,1,,POLIDEPORTIVO
15,337,00,00,CUNDINAMARCA,ZIPACON,PUESTO CABECERA MUNICIPAL,1592,1713,3305,10,,CALLE 7 CARRERA 4 - 53
15,337,99,01,CUNDINAMARCA,ZIPACON,EL OCASO,533,549,1082,3,,KM 21 VIA CACHIPAY - EL OCASO
15,340,01,01,CUNDINAMARCA,ZIPAQUIRA,IEM CUNDINAMARCA,5540,5385,10925,33,01COMUNA 1,CL 7 N 1A-36 BR. LA CONCEPCION
