dd,mm,zz,pp,departamento,municipio,punto de votacion,mujeres,hombres,total,mesas,comuna,dirección
15,340,01,02,CUNDINAMARCA,ZIPAQUIRA,COLEGIO RAFAEL POMBO,1846,1985,3831,12,02COMUNA 2,CL 18 NO 4 - 24 B. SAN JUANITO
15,340,01,03,CUNDINAMARCA,ZIPAQUIRA,ESCUELA QUEVEDO Z,8679,5694,14373,44,03COMUNA 3,AV 23 N 14-41 B. SAN RAFAEL
15,340,01,04,CUNDINAMARCA,ZIPAQUIRA,SEDE EDU SIMON BOLIVAR,6899,3539,10438,32,03COMUNA 3,CARRERA 14 No 18-38
15,340,01,05,CUNDINAMARCA,ZIPAQUIRA,IEM SAN JUAN BAUTISTA DE SALLE SD PRIMAR,2270,2064,4334,13,03COMUNA 3,CARRERA23 12 47
15,340,01,06,CUNDINAMARCA,ZIPAQUIRA,SALON COMUNAL SANJUANITO,1589,1241,2830,9,02COMUNA 2,CALLE 18 4 26
15,340,01,07,CUNDINAMARCA,ZIPAQUIRA,IEM TEC LUIS ORJUELA SEDE MARISCAL SUCRE,411,347,758,3,02COMUNA 2,CARRERA 1B No 23 40
15,340,01,08,CUNDINAMARCA,ZIPAQUIRA,ESCUELA FRANCISCO DE PAULA SANTANDER,154,179,333,1,01COMUNA 1,CLL 8 No 1 - 50
15,340,01,09,CUNDINAMARCA,ZIPAQUIRA,IEM GUILLERMO QUEVEDO Z SD LA 14,422,381,803,3,03COMUNA 3,CLL 14 No 14 - 75
15,340,01,10,CUNDINAMARCA,ZIPAQUIRA,CIC DE PRADOS DEL MIRADOR,488,388,876,3,03COMUNA 3,CLL 28 No 15 - 32
15,340,02,01,CUNDINAMARCA,ZIPAQUIRA,COLEGIO LICEO INTEGRADO,3635,8605,12240,37,04COMUNA 4,CL 8 N 12-37 ALGARRA II
15,340,02,02,CUNDINAMARCA,ZIPAQUIRA,INST.EDUC.SANTIAGO PEREZ,7445,5247,12692,38,04COMUNA 4,CL 1 N 21-01 B. JULIO CARO
15,340,02,03,CUNDINAMARCA,ZIPAQUIRA,GABRIELA MISTRAL SEDE NUEVA,3901,4430,8331,25,04COMUNA 4,CALLE 8 No. 11 - 27
15,340,02,04,CUNDINAMARCA,ZIPAQUIRA,CAMI PAUZ,1284,1034,2318,7,05COMUNA 5,CLL 2F No 3 - 15 BARANDILLAS
15,340,02,05,CUNDINAMARCA,ZIPAQUIRA,COLEGIO DE LA PRESENTACION,2212,2342,4554,14,04COMUNA 4,CRA 9 # 9-41
15,340,02,06,CUNDINAMARCA,ZIPAQUIRA,COLISEO ARENA DE SAL,2053,1837,3890,12,04COMUNA 4,CARRERA 23 No 2 65
15,340,02,07,CUNDINAMARCA,ZIPAQUIRA,CIC DE BARANDILLAS,236,188,424,2,05COMUNA 5,CRA 2 N 2E
15,340,02,08,CUNDINAMARCA,ZIPAQUIRA,I.E. DPTAL TECNICO INDUSTRIAL,3327,3509,6836,21,04COMUNA 4,CLL 2 No 23 - 07 BR. JULIO CARO
15,340,99,01,CUNDINAMARCA,ZIPAQUIRA,CORREGIMIENTO 1 ESC SAN ISIDRO,561,587,1148,4,06CORREGIMIENTO 1,KILOMETRO 9 VIA PACHO
15,340,99,02,CUNDINAMARCA,ZIPAQUIRA,CORREGIMIENTO 2 (ESC BARANDILLAS),3420,3117,6537,18,07CORREGIMIENTO 2,CRA 4 No 5-27 VIA SAN MIGUEL
15,340,99,03,CUNDINAMARCA,ZIPAQUIRA,CORREGIMIENTO 3 (ESC SAN JORGE),687,653,1340,4,08CORREGIMIENTO 3,KM 5 VIA ZIPAQUIRA A TABIO
15,340,99,04,CUNDINAMARCA,ZIPAQUIRA,CORREGIMIENTO 2 ESCUELA SAN MIGUEL,155,113,268,1,07CORREGIMIENTO 2,VEREDA BARANDILLAS SECTOR SAN MIGUEL
